id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
3956,1567,Visa,Debit,gAAAAABn7S-fSrIkgwYOZWVgwI5edkr4_CbHW518H4PZD_lkDmmCp0fSLWqHYtT0iTFd00EN3ftt62t8RlCSzt3__B33MgX2L2zbuxHdPj7dqmur-ZgD1MU=,10/2023,gAAAAABn7S-feF6ZnIcLd1qc38IarQky3UPtD4Xd3sd3_1ucXMTDUi8qrYtKHMxT_Fy8pUSMO8q4lRKeP43ayy-xK_Gei3qWWw==,YES,1,$24302,07/2010,2010,No
5513,132,Visa,Debit,gAAAAABn7S-ftDUfio74k0afm54l7lNWsJ-LAFMUWcdlzU8T8_n8qZ3oQgfCSp-UGxa0XaLg8Prnnj_2RSFKfWZ_Wij-SQSyXuivZUoZT14sqBOUEDi0Ml0=,11/2023,gAAAAABn7S-fCVxXuYFMXCgrrcx1bKsQ6Qfl-ce7bWvCsnII2SQxGJTNRs0fD3A92aUTIxn6orHoUsxCk4mFDbXvaC1ozJkOEw==,YES,2,$8105,11/2007,2009,No
230,132,Mastercard,Debit (Prepaid),gAAAAABn7S-f2FSkNxUpdGPJIIfwlRLy4FuewXEX0grsc8KqKjVEufORfGaH8tqLQ2n7H8kMadW8_KjwogXbIZz6g1btb1aLlPSKdaBZqeYU8ij1v1uSgwc=,10/2020,gAAAAABn7S-fs0DkQriV24yV86ZDsuzhCM73oydk6f1-Rwsn8FH2QKv2IG5LnCtUPEfUDddRg4BPcmO0N72dnbgJfVCwMuHbiQ==,YES,2,$59,01/2010,2011,No
2707,132,Visa,Credit,gAAAAABn7S-frjqP7CxMhQeI8ayTehSw5hkGhefFXbo54MEOk_65yJWrny9WN_8KbhmK3dLWxJtsbtx8ERd8304haGTVHA5AuTMrrCD7VjiBu3U3ovje_1o=,01/2021,gAAAAABn7S-f49l9k16LcF0sPK06NzzcrgJtNMuj_bido_C1UncJY6382mt8n8txrF3SLAjfWusXFOq_DOW8YfmmBrYVC0AHMw==,YES,2,$0,04/2012,2012,No
2679,132,Mastercard,Debit,gAAAAABn7S-f1kJLASMvF1YXpW5_pwmNICb_Y1tqIY0BCPMBGs3DU5O4U-wJrdM40kFEIsD9v9OEua2twCMGDRnOVxDz3Dkm6ki8g7rZHq6GUcnIt7AJcJk=,01/2022,gAAAAABn7S-fEYxMcAH3ETatetJt_FD23gsXuQ4CAlM7VYwu4TJhUv3tgfRIM2uLmAHCUODqyOHoh1rPA_zqBXtiWrqt54jt_g==,YES,2,$15022,04/2011,2011,No
2884,512,Mastercard,Debit,gAAAAABn7S-fg-criiFOvDhY-wWjROWKuNKee_BlAxQINQwGdEsotXk7SqcsIvQ0P_Gspjvr5p_LClI-Pf2BZyMHS7exZ11r0MDu2_uPyCmXrSQOYMhv4Q4=,12/2021,gAAAAABn7S-fZgP-yXLShow2THLecqaT9oIFNpilxA3klHnJ4itLdXN-czK8n4uZMuy0B45I1Dpf1aucq8xsoOSwL30XTXeKnQ==,YES,2,$27677,05/2005,2006,No
1934,501,Visa,Debit,gAAAAABn7S-fEWgSjZ_gHsVazyCY6VEEThM1mJ3TatRgX_MhQRh-QZ4nok6e1LJp5lXkKiC0NfV2xXile1IqLdWxvoy9EAd4s09nbzQ6HchcXPqJxzKOXvw=,02/2020,gAAAAABn7S-fzD0pZI7814ILdkPx_SGKs3PAfzlJSZP8pX3FquwK1ODgGK0QX2I0ZiJt8ZaEPIBBHcsBZp-_sPv2FKY3C3aVzA==,YES,1,$11779,02/2020,2020,No
636,501,Mastercard,Credit,gAAAAABn7S-fN7jU5n_tOS_GkCSY7W7E6ojOUCYwurRdcwQ1aZ-W9epdJmN_QJNcgKw2NLkq_R4viQfWPbnryS2W2w5FlvCI14EmzEnHVnKDat0MWiJ4NVI=,01/2022,gAAAAABn7S-f3Mmt1R8F8jdSHgvM9hEluWkgEdRpnql_Jav60NiaksRzq7UGQbTdlcAOm2oW5KLq8oxNkRNX5QrNeD5VtLyoNA==,YES,1,$9400,01/2020,2020,No
4261,178,Mastercard,Debit,gAAAAABn7S-fWjvZXmWl6X9urEWFUBJO5YaKOnCKFm4givWuU1LLFevAixr30yz0sG_Yu4juKkD0NGkhgCbFsqUff_XdwZ6_y9ocyK9eiyB-aIYDuXRQitI=,01/2023,gAAAAABn7S-fB7W7FpAXEJ92hNI3egH1fGk1rR7A-0EpaQztoL4iDUstVoXQ4waJvPNQOos_WtSjOel6mJaMZXLROWKgmPPSIg==,YES,2,$17206,08/2008,2010,No
4214,178,Mastercard,Debit,gAAAAABn7S-fz7wGxKjkwVS_kjATjh7dCSZyFXjsDlUA5_VHGFB4BrKC8_pNo6FzDukmQbCYDaDmXOJbyGrCjcXq9Uqb5pIS4f8THU8OsNdlChYdXFA5N24=,06/2024,gAAAAABn7S-f_fEWmz5n5ibvhnCsBCwA4dv-QI8P6-IkamubVPSK42OxjwOuRJQg1eqyXjUpR0HviwMaF55Jvk8QwCjOQa62Hg==,YES,1,$18235,08/2007,2007,No
1681,178,Mastercard,Debit,gAAAAABn7S-f-RQ1BymV9lbqYK68zdt1h9vyRLd7_zsvciBCYF0-SuZzljjlrBRUB1kGFYI1x5S8M7SgH0EwL2cmNS8FFQ5UMfyqtWk879Kx4175VGj1CAw=,12/2020,gAAAAABn7S-fBlnuXe3xD_bSb9c6hePlEE5t2AWDdfkeQDCE_3L9RidBaQ5lVcBYYofJ2nSJBO2XEb9A3NS2DUbnLxlOdwSklw==,YES,1,$25376,02/2020,2020,No
2539,1077,Mastercard,Debit,gAAAAABn7S-fNXwUi4pVTtMk_JNgJeCbZT5qPr6XpWHQ1jm2yzhEebSUMVP6Nqli-ezx1WRg1ILNAdgbztYuunAcZ_H1hfoGortrsccvrUSb10bUAIO29LI=,11/2014,gAAAAABn7S-fa2TX4g0_F7AvXxxroyknoIuxZBTJQFBaEL5-SoleMKT7CEM9pKYRq7jH-xcOWgb7V4SPsj3LRuFgJIYrIt2jVw==,YES,2,$17034,04/2007,2007,No
4104,1077,Visa,Debit (Prepaid),gAAAAABn7S-f3zdQlyyxKpKQJcUfp_aETsRbOlspplWIuBM_Ba0ybSTNs8QSW5XXqo97WGPowhXqS87nmPATc513DDAqwGxA3OF4JLNkE0_EijKS-vfNpSU=,05/2020,gAAAAABn7S-fY-g1BvfQvtBl40xYtyjCe9I08IsP4JD-RxVGlsDZvXrZCQdQ11Q8sMNK4zmYKai0Zxkp8Y6u5-bVgvei76dGrA==,YES,2,$33,08/2001,2009,No
214,1077,Visa,Debit,gAAAAABn7S-fwgIJAlu3sWDMqnaNRWYhYyU8ltQfdznyskMjQYHKYnd4MqQET7-eYw2O4Qex1qvaNNH9x5JS5a-p9wmiRwrK4Ql08od4ZVm8JL5aEV3TKJU=,04/2020,gAAAAABn7S-fYM_FrlfQc-WwYsD0hxZu0YvuI64cv_ZB9v_QmohJPR-mwvMROe7rF2BLozs7VjjPMte871n5UPQ1LfgMFN1lkQ==,YES,2,$20114,01/2009,2009,No
2859,914,Mastercard,Debit,gAAAAABn7S-fRISczShXGVOhPEFz2cPWqk3lf0hrir8saUy4V1y1arzNxvZ8vWuloOCN-tj9VMObQsUONUpuZ7gW2bauglu1Y-QVZRyvxdpgU1OMT-UR4uE=,09/2024,gAAAAABn7S-fSRomrJnU1jBhC8SLoePbHoYx4Bz4N_xBgCLmxwVFcvLlPPFWGaJdaCdrIEve70m-MDnn2uoaUU4-opLLecncAg==,YES,2,$21074,05/2004,2010,No
1274,914,Mastercard,Debit,gAAAAABn7S-fEF3iBwbK4e499_075778W8tR0SmjjkZxDtmgVO6j_I1TcwhzHs0-bAj1OVad2-tfCwmPpg-Q9SveOwmrH8YVj3EZTpL8o9ik-DZNfGpm_MQ=,12/2016,gAAAAABn7S-fO5r8gpf9fH0n3_OPE2UfxK-o3Bw9bBWyJCR4BfdFh3nR-iVhgbx1jtuzBaeQyxDmyPQ1D1QPSG0dFO4GhXXa7w==,YES,2,$17522,02/2011,2011,No
5835,914,Mastercard,Debit,gAAAAABn7S-f0QAt2n1gbo3ICLyTceTIDXih3FVcKSPNYq_6C0FutHwIy3QwYnlP7--0j7RAU90eCqQRrhD5h2-Um-fF-_J1J6jB2YUjgfaic6QdUipLntI=,05/2021,gAAAAABn7S-f-FtYcbKEPmGvEKESLPK_rMV__O_Xq5SJGCWMW4nRpxCmcM2TQqWt2TuXNWXowLe9VQyoiL35xvnsYz_V_anJaQ==,YES,2,$18547,12/2005,2007,No
2148,914,Mastercard,Credit,gAAAAABn7S-fQOwM-ofrYDhLyC2yzSOTBxcNMYEPtEaAeA68IwmHLdO1F0Rfaed0DWkgysWL9TYzHulEL5iit5vT-t9XVX1NzZvV-Mr7jQs48kD3VB5YRpI=,07/2022,gAAAAABn7S-fxRlNmDEs_NAq5CQUOw_CSBKrQY1wpEHX7Vwfzt0XSjS-Bu6nkuF95m6YspHTONqBrs9sbOheHwYaf6iOd8oh9w==,YES,1,$11700,03/2007,2012,No
5915,1840,Visa,Credit,gAAAAABn7S-fwxtbKgQO_RvS9DUGgwtdlMBoc1MuVuXRUehlSRNTkI8kk01tbxgUODmr5PtKFFDw_ftGc-5eRy7SEzqHx8JX0eqZ4fqSyKx_LHxyP3rsUsU=,10/2020,gAAAAABn7S-frueaiixZH2xQfIAF4V0qaE2cZK6gVYwX6oNf3rMzDnno7bzNWcweU1COUiuh-X_iy11wzG2NMAqLrFdGzbeuaQ==,YES,1,$14600,12/2007,2008,No
3660,1840,Visa,Credit,gAAAAABn7S-fb-Xi1C2A6rjQZ8rQI3pZgO-prMUNkvYmIH5IbqkzI31kno3I2Bi2LWgGGU-hCjARzRDPs5PkblgMW5FukhUCkFmZdB2F79LwC4XYQ9qFkbI=,03/2022,gAAAAABn7S-f5sSEQ7XCCktv8BQq_Vm7RgQS4HWypQgtbVHENxOeKVFKkU_ks4NUnDZ-JZ0k-_sbITQNqvLr14jS6aEzgj_ptA==,YES,1,$4600,07/2000,2011,No
6047,1840,Mastercard,Credit,gAAAAABn7S-faKT54v27-wnh8pdkb9bQSWCYa1aiB8nwUBwCV-4t-gc73_pFiEl7DtldcMOsN-BULcEHr7BhDsEesrVAJ9t3NQJaYDHXlDjvceJrub2X6h4=,07/2022,gAAAAABn7S-f6ppx8Bwy5XabUzixL7Gs3MSd4gRor47fH1uATgSvdV43ZtshnZgK0ZxhA9Z8FbEVsn0KRSruuU_M050iQbFG1Q==,YES,1,$13200,12/2011,2011,No
3322,1840,Mastercard,Debit,gAAAAABn7S-frlxd9bZPWo_sdZJ9_LWF84jK2b4U_lmLcFzaZ4QsM35Gya0WHmqYHBAcspG8b_Py2KPBGFsVr9kWvSBos6yZ3x0VH7P7VuUi_qEOtKa7lx4=,05/2023,gAAAAABn7S-fIIRzsXCGyM4Z1gwFqiUVQ_UbtlVMbV91R85yYyTktrHFPWwvcGqDJVJ9JCxZAyuElh5bRCe4mtULE0TCCpvb7w==,YES,2,$21701,06/2006,2007,No
4568,1840,Visa,Debit (Prepaid),gAAAAABn7S-fcz0jFKZbl3_qI5xgaTNs661f7W0iKGci6ix7vi7sx8l3GeFHQMjU-9wFbbzJuAqH39pNiHQW6uLbkRdCk3J3ElXjGfUaKQEJsAb-LLka4qc=,09/2021,gAAAAABn7S-fvSK3oWJCq1IHCyGw78-f7a82H3K4hdaow6hUVYqZ153cbmVlf4MZuhienOwjsf_sq4axRwvOPzyvS9CmAiZKqQ==,YES,2,$4,09/2004,2008,No
1,550,Mastercard,Credit,gAAAAABn7S-f2ddCVc9udF1ZhE1Ncv9DyMW48Bk6-1l_eyjtLWJe7DdaWNhXXbhdc6uIQaOmXZOcQlzBb18pRg2zibBPXJtA_HDj6XAnHMhSCMCeY3xFx1Y=,06/2024,gAAAAABn7S-fcg_ai0ve6Oq8n4GhsqP0qdLHJgYB_VcvCeWtacLnpZhkMx-dbbsC0M8ZJm0XKCoBGnVLlCK4Rn3XrmH-50K-og==,YES,1,$11600,01/1994,2013,No
3478,550,Mastercard,Debit (Prepaid),gAAAAABn7S-fkRzkcippaKaQuQe_QNeKP8cR5bN2GohAZs_jZWjNCz3NLViYE5RznvyI6pf3m4e85rtDtJETVvfO5n_x8AeIOsIKjXsnxd5OYbXzZziQcMY=,01/2021,gAAAAABn7S-foUiVbRaoObmt3UtiiwABKrYrBONyRKxURhIZEHl6TrKB0kZOW9XHGlhVTGJPZOb7dy-aYcKO6q2SX7P3_FBeAg==,YES,2,$99,06/2010,2011,No
163,550,Mastercard,Credit,gAAAAABn7S-fRB8MMk-TeDhBaOSjtfrGFFeClQww_R0R4JauVpI2SzP7xaG9lzAop9HhdxCpvTaNtmJ33yBGVCxQ1uza0ptPy4w9SYbIUv9cihlaT12ak90=,04/2022,gAAAAABn7S-fMWayif6R27073GL0lstJotLLdlEWDFdBecPfbLkjhohqIwEStE6jIpzEUJQEb41rRLz1MZKHsUvECzrV75shKQ==,YES,2,$4200,01/2008,2008,No
4857,550,Mastercard,Debit,gAAAAABn7S-fsm0Aa3D7wI6gA9nvmrNyIar_CgTF1UFv6-wgs1uTVsoFvkPke3DWUR01rPK8yyKLPMOllDFnfuFmUt2GXXoobMJGdX1TSn0nuwtdlsFHqWE=,02/2017,gAAAAABn7S-f7yTCYWDwaqKeqakSGo8stjiuIxik8NLo88RxlSkjmB-yLZxLm03-gGO2YNTVysFn9_jcymbubGSMB_jkcSZVzg==,YES,2,$21988,09/2013,2013,No
881,1869,Visa,Debit,gAAAAABn7S-f9p7-90UEWjJKW3OwYuWZ-HHM1GJzkPaW_FoP5QnTw7IwuxGasbY77sksKq8M8681waAFD6HRNDWlElV0LNab4Z2ty2fCQz3HjabRhjGHyyA=,01/2020,gAAAAABn7S-fQw5MNR5UMEVKBBZpuiTv9G2QEGDbTCsktbeI68YBZVvsC1RKUi4XPweOQh-jhOlLOtE6dZJmrv2JVvPlRooc8g==,YES,2,$12186,01/2020,2020,No
5045,977,Amex,Credit,gAAAAABn7S-fiTdA-s4-Lye8EMerFVGbdwOSbzsbHpksyY8Ios7E8BJjZP04PN67AGX1oiB9Q-cYUzsNZxvajPMJnehkODXkVwwx9XNAFfh6D4FKyinQHlA=,12/2020,gAAAAABn7S-fNFVrdGXTmZw75c6jD-Q-1KFwtLxB3kk7_AHCs1Nuk2931jl9-d28-fYbTHvnoFEFHjeEgpqyHxRhULxidAXOXg==,YES,1,$8900,10/2006,2011,No
4402,977,Amex,Credit,gAAAAABn7S-fRsgTaLZHldx4OuOSKGAkjA6vW2Bd4HhRTxFzkVwr0874_iM8m7ix36q2Lw0EBGN3h8HcBwEdm1HWZWJD_P3WN6BWwz93BGG-9xJwnlw9HdE=,07/2015,gAAAAABn7S-fo3SLGytyX2piNrl2qR3Y8OfF7ybcZBQZNiJq972wcFUtJz_mIB1_MfclY3pGvUhevQWOzijNPJ-PLW4u_KSTAg==,YES,2,$4000,08/2013,2013,No
3026,977,Visa,Credit,gAAAAABn7S-f0JiPM_pJHmPKB6Zd5ACDs5UixrLen78J85u25IIm5i0XZ96DKthAJUEfrNVoQh6KzkTFthLTF5f-Yr-qHjqh5B5-UxAMbEV0UYq58h63dFY=,06/2023,gAAAAABn7S-fzO5gkDW_1AuOM8uvU2YTm5MBOHtqbQ-28t6Yv-ohAjKyjq9t772HigKPrA1qcuju1YbwXT46mCHrTi35hh-_sg==,YES,2,$10200,05/2009,2009,No
1150,977,Mastercard,Debit,gAAAAABn7S-fZm0HBebmIHCReJEvZ2ha0Kr7BO2gqduSE5KJ8TzaiEY7oUoAvXzvbi8PRUZMTyu7e9KWbgDE3oZiEnvYmBEyOuZdVrURGTYWTlmiIokrbGw=,01/2022,gAAAAABn7S-fuVsn-wuayoJ6jb5NMG5G3sYKH5chiWk3E9Ktd7HRKuKADCAtw2IL-X6XYXs5g1MV_x2ez5uSkjdF2AGVz-_2og==,YES,2,$5649,02/2008,2016,No
5101,977,Visa,Debit,gAAAAABn7S-f47tjd-e4PXVRpfWvA7Bc-cXO9ArUwIJXhGN8mxhvHUG8Y5keD-UugjBwsxPa9b1emDsrv825ac9OH3Bkfnlaoxp4sMs4nTcWtPI9Be2igZE=,08/2020,gAAAAABn7S-fo0ggQO3H0M96S7QXi0btYPCFvWbiClzJpRWElyMUMU8hK0_vS5EPcbEpAE9Qd3p7iNi5jnsNyKMFS0C__1wEfg==,YES,1,$18934,10/2007,2013,No
2523,933,Amex,Credit,gAAAAABn7S-fSKFVhYbU7w3KLl_5cPaVnMr4Aw5iXV8dzXQkBqZnEuCS5THLrszcSC0jIzD-DNtPpmZ_vquwx7TUAyT3xlMbS_luAKPtKojbBDyiRGXd518=,01/2024,gAAAAABn7S-fuHSMRcoOad6-rbI7u5VsrqNLgjXHhxMPUqdojPefuNHPVEpM82Vc14OYR3BACDIrcW7MEN13atgbjB-I3Nrc8g==,YES,1,$11500,04/2007,2010,No
1426,933,Amex,Credit,gAAAAABn7S-fdzmPa8vpSFSELo2_c2oScZSWyGJjsDrNSR8jiO_13-RMNKZQbVjIJXx4LsKwdyQzMwkDtfPJVO85-DZ6NlgKzOTRNHYE5bFpwfbAG8RO8rg=,04/2022,gAAAAABn7S-f07HivAO2loYhG96lpI8FVxHW59UdAty061-_bwIls3Ay66jjFPTQDnjelZn9UDCSVVKZP0mnsPZMvMZtgUE5ZQ==,YES,1,$5100,02/2020,2020,No
4997,933,Visa,Debit (Prepaid),gAAAAABn7S-fcBDTK-rLFMFBfiBm2YiiW91UZHymBGf96MiC9ZUmgLl1-uuqp8LwRAJH_Fkq9oQihkeTK-p3a493XTh8APmEbCalCrk8VDBfHTubkP7PXRo=,02/2021,gAAAAABn7S-fMBfPEzPqhK7B9o4jBJUz3bNLUy6nJso3BS0CZUsi16J1I2NDRQ_6pPhPzZL1mk9ci40mMqYvp462EoOsANDZ8g==,YES,1,$57,10/2003,2009,No
2254,933,Mastercard,Credit,gAAAAABn7S-focLr5C9COOFYyv9IhTtnz7J0t6GdiedSgFQReFkQjP-NgBeTsqJaBHVCaXj9yqfjCunSQixgkiBWRGA9uykQfCRZpDITaA7ZMaiszlCsLwI=,12/2016,gAAAAABn7S-ftSOb9dFLuWpWK_CzyCxtC7B5yNXSJrMc2GbJzY0gLD-5QXZR3UPLzPWVU5nxUVpYKfwlS9iPgLvSSxhrWCCllw==,YES,1,$11800,03/2010,2010,No
231,938,Mastercard,Credit,gAAAAABn7S-ffSsevVJThbTWcNlwhYyeYUzA7AS8jJVUBnvnmeMkCJv7Zn1r101GRQldbKfSj5UUBSX0Blg6qiFB4z5aXyrHcjzr8dPmlzYcJssjePLyzf8=,09/2023,gAAAAABn7S-f2A7a3L8QNIBhkoJOk2WzQVLKl_LXH55qfek09TRgdHPIn6QvoSvEP7V-qM8Sw-bwGiv7eoMtUorkya3v1zmpvw==,YES,1,$12500,01/2010,2012,No
882,938,Visa,Debit (Prepaid),gAAAAABn7S-fwTrWW4BJxXsdr5jD73ZQqqeG3ZZ5MYI7EyHhaCm-ExrF_UT0kfURIfAwNL_ctBfBTZKuE8r1-D-_Bk6zGmrpbNI-rIK6BrtzHeWrSruaelk=,06/2023,gAAAAABn7S-fuzQBl-GzhMb0eKNkDmry3U4dX7VynaDdpb9KEmbaHB1U20p95-bd8CsZOrlXI2obzshSGKFVRFogEO-DrPpbiw==,YES,2,$116,01/2020,2020,No
1682,938,Mastercard,Debit,gAAAAABn7S-foXXPa9OMwgVKaGgPRB0E2QBEAPaAo7M7Dukdrs9BXAHZBYXfw4GDE0i1lY1aXQwH887uemGOuRpDcgUSy4NY0iF-20ObDeERghct66G2l9M=,02/2020,gAAAAABn7S-fE0s1YtxrRFGs4kPg9vmJNo2xKn6mpwjS35Xs1qwXU-XpAJilOLtLCLzq2ZwPvIfXDw2SBZo4QNCT1m-KAamBiQ==,YES,2,$17447,02/2020,2020,No
1935,622,Visa,Debit (Prepaid),gAAAAABn7S-fEx1D2I71ydc7i-wyWo7Mg7xD9TQQoTbzM1pN_gpnODZFbHXfroxoIAgCGP5MjNbRez3KAC_yXT7IwTDdVbzPgVD6e9OeAvHDyGfV49NvGF8=,02/2020,gAAAAABn7S-flx1WW_7SwoDdT5TzMfI0ZDZHAkKCvbCPwyOsX3VpmyD9OySGwu_FEpNY14y3rdGdmfXdjw9NdW3_dZCQWG0ekQ==,YES,1,$126,02/2020,2020,No
4884,622,Mastercard,Debit (Prepaid),gAAAAABn7S-fay19f5ZTkEp4BMPYzajM3YoECp5-f6TIE7jFWhiDkgfArk7Jg0vzWMRteW7d5pQZSj2GzNgyf99LKKVbQxWM8ack_A8jowOzSjQdwqTexNs=,10/2015,gAAAAABn7S-fUfAj14XkrY64tN3xlvNTkSCa483vRCbhFitIILgdyyHvjX6RFCpLLih49fNis2HcOljLXVClEHeccPh6vLEhAA==,YES,2,$86,09/2015,2015,No
637,796,Mastercard,Debit,gAAAAABn7S-fASkRBwtbxTRG9v38-s-Ug4KfEymVbuP37HYeZSpBz1_vf4dPJpjEaSplb7V-EvR-4stJyehiqPF15b09FLk9hYZR-wSIUXPDPuIVLlqyoIU=,02/2020,gAAAAABn7S-ftyVn3estiltCeUGOshgCIsz4SzsuXIPxAzbtCV7DMBjtNn6HEXKMIovLjFEo5dz3c0KF453wWzYght0E7xbXcw==,YES,2,$12695,01/2020,2020,No
2314,796,Mastercard,Credit,gAAAAABn7S-faRE4g_dH0a6osUnsiTkiyofzI9QbUl891CTLN9h9bqmwp1444MOGwyELaL5bc1UiD-N6TwSQ7NPciCWBX1bT7oxj69YfWcPA2EEbCLZwrCA=,06/2019,gAAAAABn7S-f6oS-NL5CsQ8SnFUWNdPyCZYXh_FlgOuylAHRvuBKxLfR25kUj_rz5TiMRb73morUiw6UOoq4Gr4gqX91vKf_Pg==,YES,2,$11800,03/2013,2013,No
638,796,Mastercard,Debit,gAAAAABn7S-fjWZcxNQ6mmPw01uh6gh34KWgHMDXVoc7uN0xv8inU-puvH-pAtqM5Qpz_sdgM4xbvbcGbqmyMMG9tn9KnjaGzBALjGpyqlwo6qnr4eRM6o4=,11/2022,gAAAAABn7S-f-6_zjA5Pn_D8_tnmzt_OVngOy4iFxnd8efRWMPNbQquig61f7Bs58zHFttqfZ5yTF9f7Z3p6wlA1mmIZElRlRw==,NO,1,$18800,01/2020,2020,No
4944,621,Mastercard,Debit,gAAAAABn7S-fCS5GfaE8uGZ_9bm8Xb4QtqNFqc1E0EsYn5knYCajdAhStADavIOvpnMOWeSkzpoiWpX0cOrsXDbcHQ4yAczEr2JR4rg7r41J8wIQnySFiQU=,11/2021,gAAAAABn7S-fq2aULvm6VsmbyiNqPRLYEbGwOF7ePEQFygAphjs0tTibozjW1zRNASlIO5kQrwB__stei09pvsZ0uUBIffCRDA==,YES,1,$1368,10/2000,2004,No
408,1038,Amex,Credit,gAAAAABn7S-fGt6F_dawWCDtOBKW-mS4S343maUXhwUx6cWZrFKMQ40RwOPX6wUxTqMBXpjaAEU1LzDIe1WBWPkdxw4mJPHn0uGaqwvaDnVVfy9WLnl2foA=,05/2024,gAAAAABn7S-fbOhcDPdJpSGF7Nxzh7SzMrLo5DV5LQKEG2zTQMIpK6kgQIclPwVywUvYYTo8gEXnaEy_bv1TxM6d5515BnTuPw==,YES,1,$8800,01/2020,2020,No
1683,1038,Mastercard,Credit,gAAAAABn7S-f7cj2O-VME7VrEVdnU-X4CNMbXg1DnESGA8A8MbEmeGQqFtYGuD1A9E3pVebeDnVax57Ln_o_9DxMMNwJawCMS1tJIthdixVGIz5vKl5scZA=,02/2020,gAAAAABn7S-f9Ak91JW9DVBhgIoBUO0iNp1shkMPPZML8pNI64M7in2PF-HNX1nuysvzfb-3nazKmReULX6P6ANvtqKqaAD3kw==,YES,2,$8200,02/2020,2020,No
2509,1687,Mastercard,Debit,gAAAAABn7S-fjPIsZM8mStbcvq7IIu7VlrEDKZwnJa7kxyuLl0IQpp4mB5jOceInEnNelAy6JO3OCefCwvrVM5MYgFuy-0V260EFR7mFbTi1WFPvSd6Hvq0=,09/2022,gAAAAABn7S-f4BylS1zDVjV5x00HWLMd2EQJtmyB0jb5BcRe5M4nnuLHTJ8vBb9CeAq6_ijnJonBAkznuhncouben7xSNN-BRg==,YES,2,$2450,04/2006,2014,No
3193,1890,Mastercard,Debit,gAAAAABn7S-ftpJcY-lBWmdqxXhJZG6rb4VCzmHrN9CfZaF56RT7HrH4yrqv2wtGR1WReB0orKDHei1sMLXHvHAQPnFSGJLR0WEZtEJ5Djb1i-GQIM6yRvk=,03/2024,gAAAAABn7S-fv4oeA0alU_uVCB6GkFnlUIzAhibDa9U9NXSEaK6wddyjiDeyqbwJPmySevQ9i7e0Ulvur5WzG0ptdU4CftmK0Q==,YES,2,$10582,05/2017,2017,No
4308,544,Visa,Debit (Prepaid),gAAAAABn7S-fHaiqejpE-nkoGmdLJV94PKAtwJ_HLHseK6vXYgs5DczfFgJa0wdNfG3gUW6uj1poQx9nSyITffHjtnLJikYiGCdvD6NoU9Z805FtVi4tZ8o=,01/2023,gAAAAABn7S-fCtp3vNMPFmDQjznrSrmMDrKGSIh3SeruVT_cx5yFpcWZ4hnEGEyByUEQ4vwT94D3vT9-4JINzErkLqaA1z7-hA==,YES,1,$22,08/2009,2019,No
4309,810,Visa,Credit,gAAAAABn7S-f8_Otumpf80Y0-cpFdraSOr0yq_QJCcp_pwt3-q75gVFQwlJ5MnpbOkeF1NKptxskY36NBSyyvH4hjE2ZzofNRNF7pa9WJytyaFeG1YvPCIk=,08/2022,gAAAAABn7S-fmelmPdnROsoUf5_-LpbDdqhIa1nP8AUXIqvOPvKVbtlCaB5asGbIF0nMxTGyaSAXjGxJUwEgAJvx2MYckWQ_9A==,YES,1,$6900,08/2009,2010,No
4262,810,Mastercard,Debit,gAAAAABn7S-fbnO0nddbKGbPJaz7kCu6LMzDMOM4uyQcprEKuFGz-QhSLeuKTemIu6iKipBhyNiH656pW-jx43wLM_lG4TQw49tXYHjB0YczH-6AqhiyD3g=,06/2022,gAAAAABn7S-fXoVUe1fqC8En6fSmQJCMzUW9lno4zBdVMd7zN2briajbDo2bbZeaH0jSnFPAS-74ykA8TBAgDxlbQqNEa5ieFg==,YES,2,$12664,08/2008,2011,No
5517,810,Discover,Credit,gAAAAABn7S-fXyg54m8ZkIuJ3JYrDQBFha7Ov6mGHXWtRrooWT2WBkAc5N2TnxrDK1rQbQ3Gp7vTzc38WbF6KFlzYff_ukIVjLOZdTOchCF9_0SpG-UmCbs=,12/2008,gAAAAABn7S-f98MW0a8EK4QCH7uV5HhXv3vI612hG8q4_6M3rOlt-dhxfZJLurcNFPkUfxl_Qjo15FXFdK6qQsQeVwxL34J-cg==,YES,2,$3700,11/2008,2011,No
2149,810,Mastercard,Debit,gAAAAABn7S-f1XHBbeT4pqdOYHjixMnshlpy_Uu9uJuijiTGDqN_g-sbaAdQegkRL_i6Rhn0DBxkTz3DeD-QKTLGs4ADRB5iiGKxqsVILymdWsJlmzUpcJQ=,02/2020,gAAAAABn7S-fVHEBLO-H3XjkwgIuHESJtKWolLkH4lgRSGDoULfqdZFJaLdQHyUkyJMFJNjsSnOr51GOQ-f_cfU8fORduEq1vA==,YES,1,$15620,03/2007,2010,No
2414,810,Amex,Credit,gAAAAABn7S-f-e-IgEKQpuAReRehv0esBz5bhKPfWW5ZqtFd7ECHfIjW-qqwBw0hwicVWH5IJG61jXvT8NauKTrVFz_gLrqPOtJisKkbMsJ8RU-iMPEhYqE=,09/2009,gAAAAABn7S-fls0WkXGzIDKIe3GiUgPbY6adt1_-d9-b_2z_5LwQgR5LFVNBdxb_AEvzvmeR2HFxcl_dyj2_bYr9pC7MfdVN_Q==,YES,2,$10800,04/2001,2011,No
